OriginalId,Player,PlayerId
2533043,David DeCastro,david-decastro
2550521,Xavier Grimble,xavier-grimble
2560828,Chuks Okorafor,chuks-okorafor
2560712,Terrell Edmunds,terrell-edmunds
2558918,Matt Breida,matt-breida
2560836,Dante Pettis,dante-pettis
2558202,Trent Taylor,trent-taylor
2555251,Ronald Blair,ronald-blair
2555241,Sheldon Day,sheldon-day
2558265,D.J. Jones,d-j-jones
2558121,Elijah Lee,elijah-lee
2543868,Cassius Marsh,cassius-marsh
2543741,Jimmie Ward,jimmie-ward
2506264,Robbie Gould,robbie-gould
2552711,Bradley Pinion,bradley-pinion
2550235,Roosevelt Nix-Jones,roosevelt-nix-jones
2560920,James Washington,james-washington
2553711,B.J. Finney,b-j-finney
80427,Darrius Heyward-Bey,darrius-heyward-bey
2552266,Anthony Chickillo,anthony-chickillo
2550154,Dan McCullers-Sanders,dan-mccullers-sanders
2555171,Tyler Matakevich,tyler-matakevich
2535613,L.J. Fort,l-j-fort
2541696,Jordan Dangerfield,jordan-dangerfield
2556421,Kameron Canaday,kameron-canaday
2543643,Nat Berhe,nat-berhe
2560897,Matthew Thomas,matthew-thomas
2495470,Stevan Ridley,stevan-ridley
2532820,Kirk Cousins,kirk-cousins
2557991,Dalvin Cook,dalvin-cook
2552608,Stefon Diggs,stefon-diggs
2541785,Adam Thielen,adam-thielen
2555214,Laquon Treadwell,laquon-treadwell
2495438,Kyle Rudolph,kyle-rudolph
2543459,Anthony Barr,anthony-barr
2558033,Ben Gedeon,ben-gedeon
496790,Everson Griffen,everson-griffen
2552603,Danielle Hunter,danielle-hunter
496802,Linval Joseph,linval-joseph
2552312,Eric Kendricks,eric-kendricks
2540155,Xavier Rhodes,xavier-rhodes
2540142,Sheldon Richardson,sheldon-richardson
2525323,Andrew Sendejo,andrew-sendejo
2532948,Harrison Smith,harrison-smith
2552448,Trae Waynes,trae-waynes
2561007,Desmond Harrison,desmond-harrison
2532980,Kevin Zeitler,kevin-zeitler
2541716,Chris Hubbard,chris-hubbard
2540292,JC Tretter,jc-tretter
2556365,Seth DeValve,seth-devalve
2541161,Latavius Murray,latavius-murray
2555306,David Morgan,david-morgan
2561027,Tyler Conklin,tyler-conklin
2556803,C.J. Ham,c-j-ham
2560741,Holton Hill,holton-hill
2560746,Mike Hughes,mike-hughes
2508007,Marcus Sherels,marcus-sherels
2560993,Daniel Carlson,daniel-carlson
2553622,Matt Wile,matt-wile
2533047,Orson Charles,orson-charles
2539242,Earl Watford,earl-watford
2561470,Derrick Willies,derrick-willies
2559079,Devaroe Lawrence,devaroe-lawrence
2558289,Tanner Vallejo,tanner-vallejo
2553736,Denzel Rice,denzel-rice
2535722,Charley Hughlett,charley-hughlett
2561278,Tavierre Thomas,tavierre-thomas
2543458,Greg Robinson,greg-robinson
2543477,Blake Bortles,blake-bortles
2557973,Leonard Fournette,leonard-fournette
2559153,Keelan Cole,keelan-cole
2543683,Austin Seferian-Jenkins,austin-seferian-jenkins
2543614,Donte Moncrief,donte-moncrief
2541162,A.J. Bouye,a-j-bouye
744,Calais Campbell,calais-campbell
494259,Barry Church,barry-church
2495478,Marcell Dareus,marcell-dareus
2532848,Tashaun Gipson,tashaun-gipson
2561008,Ronnie Harrison,ronnie-harrison
2555329,Myles Jack,myles-jack
2532873,Malik Jackson,malik-jackson
2555421,Yannick Ngakoue,yannick-ngakoue
2555280,Jalen Ramsey,jalen-ramsey
2543711,Telvin Smith,telvin-smith
2552345,Laken Tomlinson,laken-tomlinson
2495746,Joe Staley,joe-staley
2543705,Weston Richburg,weston-richburg
2560805,Mike McGlinchey,mike-mcglinchey
2508140,Mike Person,mike-person
2552471,T.J. Yeldon,t-j-yeldon
2553650,Corey Grant,corey-grant
2557895,Dede Westbrook,dede-westbrook
2553318,James O'Shaughnessy,james-o-shaughnessy
2495211,Niles Paul,niles-paul
2560983,Taven Bryan,taven-bryan
2539237,D.J. Hayden,d-j-hayden
2560758,Leon Jacobs,leon-jacobs
2539230,Abry Jones,abry-jones
2539662,Lerentee McCray,lerentee-mccray
2559034,Donald Payne,donald-payne
2556711,Jarrod Wilson,jarrod-wilson
2556861,Jaydon Mickens,jaydon-mickens
2553833,Josh Lambo,josh-lambo
2561161,Logan Cooke,logan-cooke
2550468,Garry Gilliam,garry-gilliam
2534820,Garrett Celek,garrett-celek
2555138,Joshua Garnett,joshua-garnett
2558914,Kendrick Bourne,kendrick-bourne
2553728,Raheem Mostert,raheem-mostert
2556708,Cole Wick,cole-wick
2552684,Mark Nzeocha,mark-nzeocha
2561117,Tarvarius Moore,tarvarius-moore
2560850,D.J. Reed,d-j-reed
2543680,Antone Exum,antone-exum
2530722,Kyle Nelson,kyle-nelson
2558971,Greg Mabin,greg-mabin
2505996,Eli Manning,eli-manning
2560968,Saquon Barkley,saquon-barkley
2555295,Sterling Shepard,sterling-shepard
2557858,Evan Engram,evan-engram
2532835,Rhett Ellison,rhett-ellison
2543496,Odell Beckham,odell-beckham
2555277,Eli Apple,eli-apple
2552454,Landon Collins,landon-collins
2555522,B.J. Goodson,b-j-goodson
2535718,Damon Harrison,damon-harrison
2560740,B.J. Hill,b-j-hill
2532875,Janoris Jenkins,janoris-jenkins
2543738,Kareem Martin,kareem-martin
2540143,Alec Ogletree,alec-ogletree
2553822,Curtis Riley,curtis-riley
2557846,Dalvin Tomlinson,dalvin-tomlinson
2556557,Rashod Hill,rashod-hill
2533042,Riley Reiff,riley-reiff
2532816,Tom Compton,tom-compton
2552714,Brett Jones,brett-jones
2535607,Mike Remmers,mike-remmers
949,Jonathan Stewart,jonathan-stewart
2557952,Wayne Gallman,wayne-gallman
2541792,Ray-Ray Armstrong,ray-ray-armstrong
2561015,Lorenzo Carter,lorenzo-carter
2553433,Mario Edwards,mario-edwards
2535687,Michael Thomas,michael-thomas-2
2539338,B.W. Webb,b-w-webb
2550312,Kerry Wynn,kerry-wynn
2552651,Kaelin Clay,kaelin-clay
2543590,Cody Latimer,cody-latimer
2555152,Riley Dixon,riley-dixon
2556771,Aldrick Rosas,aldrick-rosas
2557896,Stacy Coley,stacy-coley
2555156,Jayron Kearse,jayron-kearse
2557845,Jaleel Johnson,jaleel-johnson
2555529,Stephen Weatherly,stephen-weatherly
2552438,David Parry,david-parry
2558915,Tashawn Bower,tashawn-bower
2559012,Eric Wilson,eric-wilson
2553655,Anthony Harris,anthony-harris
2561151,Devante Downs,devante-downs
2532869,George Iloka,george-iloka
2560243,Brandon Zylstra,brandon-zylstra
2541627,Kevin McDermott,kevin-mcdermott
2558181,Danny Isidora,danny-isidora
2558125,Patrick Mahomes,patrick-mahomes
2557917,Kareem Hunt,kareem-hunt
2556214,Tyreek Hill,tyreek-hill
2543457,Sammy Watkins,sammy-watkins
2552652,Chris Conley,chris-conley
2540258,Travis Kelce,travis-kelce
2543494,Dee Ford,dee-ford
2555349,Kendall Fuller,kendall-fuller
2543592,Anthony Hitchens,anthony-hitchens
2495493,Justin Houston,justin-houston
2556369,Chris Jones,chris-jones
2555173,Eric Murray,eric-murray
2552265,Steven Nelson,steven-nelson
2530794,Ron Parker,ron-parker
2555169,Reggie Ragland,reggie-ragland
2553764,Xavier Williams,xavier-williams
2552240,Cameron Erving,cameron-erving
2552668,Mitch Morse,mitch-morse
2539213,Eric Fisher,eric-fisher
2543816,Laurent Duvernay-Tardif,laurent-duvernay-tardif
2532945,Mitchell Schwartz,mitchell-schwartz
2495116,Allen Bailey,allen-bailey
2540204,Spencer Ware,spencer-ware
2495340,Anthony Sherman,anthony-sherman
2543638,De'Anthony Thomas,de-anthony-thomas
2550512,Damien Williams,damien-williams
2558185,Tanoh Kpassagnon,tanoh-kpassagnon
2307,Orlando Scandrick,orlando-scandrick
2556775,Terrance Smith,terrance-smith
2542357,James Winchester,james-winchester
2558245,Harrison Butker,harrison-butker
2506438,Dustin Colquitt,dustin-colquitt
2556737,Alex Ellis,alex-ellis
2555478,Demarcus Robinson,demarcus-robinson
2540247,Jordan Devey,jordan-devey
2560881,Breeland Speaks,breeland-speaks
2495178,Jarvis Jenkins,jarvis-jenkins
2560823,Derrick Nnadi,derrick-nnadi
2560921,Armani Watts,armani-watts
2555542,Jordan Lucas,jordan-lucas
2559076,Marcus Kemp,marcus-kemp
2560827,Dorian O'Daniel,dorian-o-daniel
2561383,Ben Niemann,ben-niemann
2559354,Andrew Wylie,andrew-wylie
2561103,Tremon Smith,tremon-smith
2506121,Philip Rivers,philip-rivers
2552469,Melvin Gordon,melvin-gordon
2540154,Keenan Allen,keenan-allen
2495288,Virgil Green,virgil-green
2553913,Tyrell Williams,tyrell-williams
2541958,Jahleel Addae,jahleel-addae
2532861,Casey Hayward,casey-hayward
2532870,Melvin Ingram,melvin-ingram
2560760,Derwin James,derwin-james
2557927,Desmond King,desmond-king
2552310,Denzel Perryman,denzel-perryman
2552676,Darius Philon,darius-philon
2557860,Isaac Rochell,isaac-rochell
2560928,Kyzir White,kyzir-white
2556828,Trevor Williams,trevor-williams
2543732,Michael Schofield,michael-schofield
497032,Russell Okung,russell-okung
2557873,Dan Feeney,dan-feeney
2495216,Mike Pouncey,mike-pouncey
2559161,Sean Culkin,sean-culkin
2508117,Joe Barksdale,joe-barksdale
2495677,Brandon Mebane,brandon-mebane
2559169,Austin Ekeler,austin-ekeler
2532790,Travis Benjamin,travis-benjamin
2555220,Derek Watt,derek-watt
2558846,Mike Williams,mike-williams
2505299,Antonio Gates,antonio-gates
2556148,Jatavis Brown,jatavis-brown
2552296,Kyle Emanuel,kyle-emanuel
2561358,J.J. Jones,j-j-jones
2560769,Justin Jones,justin-jones
2556809,Chris Landrum,chris-landrum
2550842,Adrian Phillips,adrian-phillips
2540003,Damion Square,damion-square
2555151,Drew Kaser,drew-kaser
2539637,Caleb Sturgis,caleb-sturgis
2558026,Sam Tevi,sam-tevi
2560826,Uchenna Nwosu,uchenna-nwosu
2553877,Nick Dzubnar,nick-dzubnar
2558182,Rayshawn Jenkins,rayshawn-jenkins
2559164,Michael Davis,michael-davis
2561382,Detrez Newsome,detrez-newsome
2552570,Craig Mager,craig-mager
2507845,Mike Windt,mike-windt
2555194,Cole Toner,cole-toner
2532975,Russell Wilson,russell-wilson
2558865,Chris Carson,chris-carson
2561046,Will Dissly,will-dissly
2552430,Tyler Lockett,tyler-lockett
2555289,Nick Vannett,nick-vannett
2530747,Doug Baldwin,doug-baldwin
2552629,Frank Clark,frank-clark
2560728,Tre Flowers,tre-flowers
2558259,Shaquill Griffin,shaquill-griffin
2560999,Shaquem Griffin,shaquem-griffin
2555358,Quinton Jefferson,quinton-jefferson
2506779,Tom Johnson,tom-johnson
2539243,Bradley McDougald,bradley-mcdougald
2540140,Barkevious Mingo,barkevious-mingo
2557891,Ethan Pocic,ethan-pocic
2555238,Jarran Reed,jarran-reed
2508080,Earl Thomas,earl-thomas
2532966,Bobby Wagner,bobby-wagner
2550135,Justin Britt,justin-britt
2555395,Germain Ifedi,germain-ifedi
2533342,J.R. Sweezy,j-r-sweezy
808,Duane Brown,duane-brown
2560835,Rashaad Penny,rashaad-penny
2495893,Brandon Marshall,brandon-marshall
2556603,Tre Madden,tre-madden
2541966,Jaron Brown,jaron-brown
2558856,David Moore,david-moore
2558925,Austin Calitro,austin-calitro
2553637,Justin Coleman,justin-coleman
2560998,Rasheem Green,rasheem-green
2558077,Delano Hill,delano-hill
2543706,Shamar Stephen,shamar-stephen
2557881,Tedric Thompson,tedric-thompson
2504257,Sebastian Janikowski,sebastian-janikowski
2561045,Michael Dickson,michael-dickson
2555417,C.J. Prosise,c-j-prosise
2556524,George Fant,george-fant
2539288,Dion Jordan,dion-jordan
2561092,Jake Martin,jake-martin
2553456,Akeem King,akeem-king
2534846,Neiko Thorpe,neiko-thorpe
2550590,Tyler Ott,tyler-ott
2558886,Darrell Daniels,darrell-daniels
2558868,Jermaine Grace,jermaine-grace
2555185,Joey Hunt,joey-hunt
2532888,Case Keenum,case-keenum
2560733,Royce Freeman,royce-freeman
497322,Emmanuel Sanders,emmanuel-sanders
497328,Demaryius Thomas,demaryius-thomas
2557859,Jake Butt,jake-butt
2552399,Jeff Heuerman,jeff-heuerman
2561020,Bradley Chubb,bradley-chubb
2550930,Todd Davis,todd-davis
2530510,Chris Harris,chris-harris
2532898,Brandon Marshall,brandon-marshall-2
2495202,Von Miller,von-miller
2506925,Domata Sr. Peko,domata-sr-peko
2543505,Bradley Roby,bradley-roby
2555550,Justin Simmons,justin-simmons
494307,Darian Stewart,darian-stewart
2533026,Derek Wolfe,derek-wolfe
2555133,Connor McGovern,connor-mcgovern
2550155,Matt Paradis,matt-paradis
497061,Jared Veldheer,jared-veldheer
2558014,Garett Bolles,garett-bolles
2533454,Ronald Leary,ronald-leary
2555502,Adam Gotsis,adam-gotsis
2559947,Phillip Lindsay,phillip-lindsay
2555223,Devontae Booker,devontae-booker
2560888,Courtland Sutton,courtland-sutton
2558985,Tim Patrick,tim-patrick
2553667,Matt LaCosse,matt-lacosse
2550541,Shaquil Barrett,shaquil-barrett
2549926,Shelby Harris,shelby-harris
2506345,Adam Jones,adam-jones
2556278,Will Parks,will-parks
2552451,Shane Ray,shane-ray
2541556,Brandon McManus,brandon-mcmanus
2534819,Marquette King,marquette-king
2561002,DaeSean Hamilton,daesean-hamilton
2555432,Andy Janovich,andy-janovich
2543740,Billy Turner,billy-turner
2550575,Zach Kerr,zach-kerr
2560763,Josey Jewell,josey-jewell
2507917,Tramaine Brock,tramaine-brock
2559293,Dymonte Thomas,dymonte-thomas
2559200,Joe Jones,joe-jones
2560976,Keishawn Bierria,keishawn-bierria
2550364,Casey Kreiter,casey-kreiter
2552583,Max Garcia,max-garcia
2555260,Dak Prescott,dak-prescott
2555224,Ezekiel Elliott,ezekiel-elliott
2534436,Deonte Thompson,deonte-thompson
2553454,Geoff Swaim,geoff-swaim
2539205,Terrance Williams,terrance-williams
2557840,Chidobe Awuzie,chidobe-awuzie
2555531,Anthony Brown,anthony-brown
2557882,Taco Charlton,taco-charlton
2532821,Tyrone Crawford,tyrone-crawford
2555536,Kavon Frazier,kavon-frazier
2541832,Jeff Heath,jeff-heath
2552568,Byron Jones,byron-jones
2543490,Demarcus Lawrence,demarcus-lawrence
496937,Sean Lee,sean-lee
2555310,Jaylon Smith,jaylon-smith
2556792,Antwaun Woods,antwaun-woods
2560934,Connor Williams,connor-williams
2532896,Joe Looney,joe-looney
2495435,Tyron Smith,tyron-smith
2553505,La'el Collins,la-el-collins
2543480,Zack Martin,zack-martin
2536044,Jamize Olawale,jamize-olawale
2553743,Rod Smith,rod-smith
2539336,Tavon Austin,tavon-austin
2535698,Cole Beasley,cole-beasley
2550353,Allen Hurns,allen-hurns
2560735,Michael Gallup,michael-gallup
2559193,Blake Jarwin,blake-jarwin
2560959,Dorance Armstrong,dorance-armstrong
2555400,Maliek Collins,maliek-collins
2553815,Justin March-Lillard,justin-march-lillard
2559240,Daniel Ross,daniel-ross
2550262,Joe Thomas,joe-thomas
2560908,Leighton Vander Esch,leighton-vander-esch
2552686,Damien Wilson,damien-wilson
2539987,Chris Jones,chris-a-jones
2540243,Brett Maher,brett-maher
2560866,Dalton Schultz,dalton-schultz
2552446,Randy Gregory,randy-gregory
2557920,Jourdan Lewis,jourdan-lewis
2506282,L.P. LaDouceur,l-p-ladouceur
2543654,Cameron Fleming,cameron-fleming
2495455,Cam Newton,cam-newton
2557997,Christian McCaffrey,christian-mccaffrey
2552458,Devin Funchess,devin-funchess
2495700,Greg Olsen,greg-olsen
2532978,Jarius Wright,jarius-wright
2495459,Torrey Smith,torrey-smith
2560894,Ian Thomas,ian-thomas
2505708,Mike Adams,mike-adams
2530474,Mario Addison,mario-addison
2555175,James Bradberry,james-bradberry
2539306,Wes Horton,wes-horton
2560753,Donte Jackson,donte-jackson
2533056,Luke Kuechly,luke-kuechly
2553441,David Mayo,david-mayo
2495339,Da'Norris Searcy,da-norris-searcy
2539296,Kawann Short,kawann-short
2552447,Shaq Thompson,shaq-thompson
2557871,Taylor Moton,taylor-moton
2538145,Greg Van Roten,greg-van-roten
2543606,Trai Turner,trai-turner
2552357,Daryl Williams,daryl-williams
2533435,Dontari Poe,dontari-poe
2540269,C.J. Anderson,c-j-anderson
2560813,DJ Moore,dj-moore
2558833,Alex Armah,alex-armah
2555243,Vernon Butler,vernon-butler
2558933,Bryan Cox,bryan-cox
2499257,Colin Jones,colin-jones
2507837,Kyle Love,kyle-love
80668,Captain Munnerlyn,captain-munnerlyn
2505010,Julius Peppers,julius-peppers
2553499,Damiere Byrd,damiere-byrd
71309,Graham Gano,graham-gano
2550770,Michael Palardy,michael-palardy
2495655,Ryan Kalil,ryan-kalil
2552622,Chris Manhertz,chris-manhertz
2532947,Amini Silatolu,amini-silatolu
2556862,Jared Norris,jared-norris
2531080,Ben Jacobs,ben-jacobs
2561093,Jermaine Carter,jermaine-carter
2558171,Corn Elder,corn-elder
2560775,Rashaan Gaulden,rashaan-gaulden
2507412,J.J. Jansen,j-j-jansen
2550493,Tyler Larsen,tyler-larsen
2552356,Corey Robinson,corey-robinson
2506340,Alex Smith,alex-smith
2507164,Adrian Peterson,adrian-peterson
2540160,Jordan Reed,jordan-reed
2552415,Jamison Crowder,jamison-crowder
2543491,Paul Richardson,paul-richardson
2555343,Josh Doctson,josh-doctson
2557844,Jonathan Allen,jonathan-allen
2532804,Zach Brown,zach-brown
2495281,Mason Foster,mason-foster
2555240,Matthew Ioannidis,matthew-ioannidis
2558133,Montae Nicholson,montae-nicholson
2532920,Josh Norman,josh-norman
2560834,Da'Ron Payne,da-ron-payne
2539943,D.J. Swearinger,d-j-swearinger
497028,Shawn Lauvao,shawn-lauvao
2543489,Morgan Moses,morgan-moses
2552032,Brandon Scherff,brandon-scherff
2558037,Chase Roullier,chase-roullier
497073,Trent Williams,trent-williams
2552276,Preston Smith,preston-smith
2495190,Ryan Kerrigan,ryan-kerrigan
2553710,Deshazor Everett,deshazor-everett
2540011,Chris Thompson,chris-thompson
2556414,Rob Kelley,rob-kelley
2495826,Vernon Davis,vernon-davis
2557853,Ryan Anderson,ryan-anderson
2553796,Quinton Dunbar,quinton-dunbar
2507780,Ziggy Hood,ziggy-hood
2495201,Pernell McPhee,pernell-mcphee
2558136,Fabian Moreau,fabian-moreau
2553687,Zach Vigil,zach-vigil
2560847,Trey Quinn,trey-quinn
2560764,Danny Johnson,danny-johnson
2539227,Dustin Hopkins,dustin-hopkins
2541903,Tress Way,tress-way
2557886,Jeremy Sprinkle,jeremy-sprinkle
2538176,Ty Nsekhe,ty-nsekhe
2557880,Josh Harvey-Clemons,josh-harvey-clemons
2560886,Greg Stroman,greg-stroman
2560871,Tim Settle,tim-settle
2560958,Troy Apke,troy-apke
2561003,Shaun Dion Hamilton,shaun-dion-hamilton
2507668,Nick Sundberg,nick-sundberg
2533010,Tony Bergstrom,tony-bergstrom
2561067,Cam Sims,cam-sims
497095,Sam Bradford,sam-bradford
2553435,David Johnson,david-johnson
2506106,Larry Fitzgerald,larry-fitzgerald
2559248,Ricky Seals-Jones,ricky-seals-jones
2558009,Budda Baker,budda-baker
2495807,Antoine Bethea,antoine-bethea
2543830,Tre Boston,tre-boston
2543769,Deone Bucannon,deone-bucannon
2530491,Josh Bynes,josh-bynes
2533538,Chandler Jones,chandler-jones
2542009,Benson Mayowa,benson-mayowa
2555336,Robert Nkemdiche,robert-nkemdiche
496841,Corey Peters,corey-peters
2495504,Patrick Peterson,patrick-peterson
2539932,Jamar Taylor,jamar-taylor
2561025,Mason Cole,mason-cole
2540195,Justin Pugh,justin-pugh
2552626,D.J. Humphries,d-j-humphries
497016,Mike Iupati,mike-iupati
71465,Andre Smith,andre-smith
2553658,Gabe Holmes,gabe-holmes
2534871,Derrick Coleman,derrick-coleman
2560711,Chase Edmonds,chase-edmonds
2560781,Christian Kirk,christian-kirk
2558208,Chad Williams,chad-williams
2558174,Rudy Ford,rudy-ford
2553437,Rodney Gunter,rodney-gunter
2543796,Zach Moore,zach-moore
2557887,Haason Reddick,haason-reddick
2533005,Jacquies Smith,jacquies-smith
2550503,Garrison Smith,garrison-smith
2506017,Andy Lee,andy-lee
2539207,John Wetzel,john-wetzel
2552656,J.J. Nelson,j-j-nelson
2553583,Olsen Pierre,olsen-pierre
2543855,Bene' Benwikere,bene-benwikere
2561200,Dennis Gardeck,dennis-gardeck
2539293,Gerald Hodges,gerald-hodges
2561283,Ezekiel Turner,ezekiel-turner
2556371,Brandon Williams,brandon-williams
2535529,Aaron Brewer,aaron-brewer
2561272,Trent Sherfield,trent-sherfield
2500351,Phil Dawson,phil-dawson
2558008,Mitchell Trubisky,mitchell-trubisky
2555418,Jordan Howard,jordan-howard
2558250,Tarik Cohen,tarik-cohen
2550284,Trey Burton,trey-burton
2540200,Dion Sims,dion-sims
2552636,Michael Burton,michael-burton
2552385,Adrian Amos,adrian-amos
2495108,Prince Amukamara,prince-amukamara
2553500,Bryce Callahan,bryce-callahan
2555285,Leonard Floyd,leonard-floyd
2543681,Kyle Fuller,kyle-fuller
2552489,Eddie Goldman,eddie-goldman
2533433,Akiem Hicks,akiem-hicks
2558176,Eddie Jackson,eddie-jackson
2555288,Nick Kwiatkoski,nick-kwiatkoski
2532961,Danny Trevathan,danny-trevathan
2541312,Eric Kush,eric-kush
2555132,Cody Whitehair,cody-whitehair
2550169,Charles Leno Jr.,charles-leno-jr
2539933,Kyle Long,kyle-long
2533543,Bobby Massie,bobby-massie
2543650,Aaron Lynch,aaron-lynch
2543509,Allen Robinson,allen-robinson
2550617,Taylor Gabriel,taylor-gabriel
2560810,Anthony Miller,anthony-miller
2555335,Jonathan Bullard,jonathan-bullard
2543463,Khalil Mack,khalil-mack
2556665,Roy Robertson-Harris,roy-robertson-harris
2560877,Roquan Smith,roquan-smith
2550380,Cody Parkey,cody-parkey
2543611,Pat O'Donnell,pat-o-donnell
2553432,Kevin White,kevin-white
2556478,Ben Braunecker,ben-braunecker
2535964,Josh Bellamy,josh-bellamy
2541479,Nick Williams,nick-williams-2
2495101,Sam Acho,sam-acho
494289,Sherrick McManis,sherrick-mcmanis
2541202,Marcus Cooper,marcus-cooper
2555155,Deon Bush,deon-bush
2541544,Benny Cunningham,benny-cunningham
2559287,Isaiah Irving,isaiah-irving
2560750,Joel Iyiegbuniwe,joel-iyiegbuniwe
2530600,Patrick Scales,patrick-scales
2561035,James Daniels,james-daniels
2535866,Bradley Sowell,bradley-sowell
2506363,Aaron Rodgers,aaron-rodgers
2558204,Jamaal Williams,jamaal-williams
2495448,Randall Cobb,randall-cobb
2543495,Davante Adams,davante-adams
2556460,Geronimo Allison,geronimo-allison
497236,Jimmy Graham,jimmy-graham
2556480,Kentrell Brice,kentrell-brice
2555282,Kenny Clark,kenny-clark
2543470,Ha Ha Clinton-Dix,ha-ha-clinton-dix
2560755,Josh Jackson,josh-jackson
2557996,Kevin King,kevin-king
2543631,Corey Linsley,corey-linsley
2555161,Blake Martinez,blake-martinez
80431,Clay Matthews,clay-matthews
2533048,Nick Perry,nick-perry
2552697,Jermaine Whitehead,jermaine-whitehead
2495490,Muhammad Wilkerson,muhammad-wilkerson
2506789,Tramon Williams,tramon-williams
2541898,Lane Taylor,lane-taylor
2540183,David Bakhtiari,david-bakhtiari
496988,Bryan Bulaga,bryan-bulaga
2550495,Justin McCray,justin-mccray
2557983,DeShone Kizer,deshone-kizer
2552429,Ty Montgomery,ty-montgomery
2495187,Lance Kendricks,lance-kendricks
2557876,Montravius Adams,montravius-adams
2560952,Jaire Alexander,jaire-alexander
2532826,Mike Daniels,mike-daniels
2556537,Reggie Gilbert,reggie-gilbert
2555274,Dean Lowry,dean-lowry
2555160,Antonio Morrison,antonio-morrison
2507232,Mason Crosby,mason-crosby
2560868,JK Scott,jk-scott
2495888,Marcedes Lewis,marcedes-lewis
2560907,Marquez Valdes-Scantling,marquez-valdes-scantling
2555340,Kyler Fackrell,kyler-fackrell
2534567,Korey Toomer,korey-toomer
2495170,Davon House,davon-house
2561312,James Crawford,james-crawford
2559270,Robert Tonyan,robert-tonyan
2561156,Hunter Bradley,hunter-bradley
2556273,Darius Jackson,darius-jackson
2531030,Byron Bell,byron-bell
2555197,Jason Spriggs,jason-spriggs
2560883,Equanimeous St. Brown,equanimeous-st-brown
2561036,Sam Darnold,sam-darnold
2495328,Bilal Powell,bilal-powell
2543828,Quincy Enunwa,quincy-enunwa
2553451,Neal Sterling,neal-sterling
2553744,Eric Tomlinson,eric-tomlinson
2556462,Robby Anderson,robby-anderson
2557979,Jamal Adams,jamal-adams
2533059,Morris Claiborne,morris-claiborne
2541695,Brandon Copeland,brandon-copeland
2555256,Jordan Jenkins,jordan-jenkins
2532877,Trumaine Johnson,trumaine-johnson
2555322,Darron Lee,darron-lee
2507590,Steve McLendon,steve-mclendon
2556617,Doug Middleton,doug-middleton
2543597,Avery Williamson,avery-williamson
2555193,Brandon Shell,brandon-shell
2495134,James Carpenter,james-carpenter
2539247,Brian Winters,brian-winters
2533442,Kelvin Beachum,kelvin-beachum
2550140,Spencer Long,spencer-long
2552486,Leonard Williams,leonard-williams
2560873,Nathan Shepherd,nathan-shepherd
2550189,Isaiah Crowell,isaiah-crowell
2561137,Trenton Cannon,trenton-cannon
497320,Andre Roberts,andre-roberts
2531332,Terrelle Pryor,terrelle-pryor
